BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	source_name	treatment	group
SAMN04100726	SRR2481155	2016-01-28T00:40:13Z	2015-09-22T12:05:55Z	35308547	1765427350	0	50	1030		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481155/SRR2481155.1	SRX1272392		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079476	simple	9606	Homo sapiens	GSM1890704							no					GEO	SRA300100		public	5EF7455C2AFEEEB70C6EBDE9C15B1F50	8A6BE86048F3122E74A1EF8C940533C1	4100726	SW480JQ1 2	Genentech	9606	SRS1079476	GSM1890704	SW 480	SW 480	JQ.1	SW480.JQ1
SAMN04100727	SRR2481156	2016-01-28T00:40:13Z	2015-09-22T12:05:53Z	31897121	1594856050	0	50	941		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481156/SRR2481156.1	SRX1272393		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079475	simple	9606	Homo sapiens	GSM1890705							no					GEO	SRA300100		public	A62393F18CA8A0491C6B371FFEE8182B	A4224DC8DAD833BFF91D489A6FED62D1	4100727	SW480JQ1 3	Genentech	9606	SRS1079475	GSM1890705	SW 480	SW 480	JQ.1	SW480.JQ1
SAMN04100717	SRR2481157	2016-01-28T00:40:13Z	2015-09-22T12:04:29Z	28544182	1427209100	0	50	840		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481157/SRR2481157.1	SRX1272394		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079474	simple	9606	Homo sapiens	GSM1890706							no					GEO	SRA300100		public	D8275959168643F5B95DEBE8D22B4CD1	B4AD5013C208ED7806721DD2F88456BE	4100717	HT29DMSO 1	Genentech	9606	SRS1079474	GSM1890706	HT-29	HT-29	DMSO	HT29.DMSO
SAMN04100718	SRR2481158	2016-01-28T00:40:13Z	2015-09-22T12:05:34Z	30987305	1549365250	0	50	905		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481158/SRR2481158.1	SRX1272395		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079473	simple	9606	Homo sapiens	GSM1890707							no					GEO	SRA300100		public	BBFBF87A12EC33DED281A1BC6229BAB0	A25843D2C084BC0FDB89808A7AE7C724	4100718	HT29DMSO 2	Genentech	9606	SRS1079473	GSM1890707	HT-29	HT-29	DMSO	HT29.DMSO
SAMN04100719	SRR2481159	2016-01-28T00:40:13Z	2015-09-22T12:06:44Z	28314796	1415739800	0	50	831		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481159/SRR2481159.1	SRX1272396		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079472	simple	9606	Homo sapiens	GSM1890708							no					GEO	SRA300100		public	80A507F15D773AA5E6574FE6F8846188	8DE542668F63164C933EF121660EF4E0	4100719	HT29DMSO 3	Genentech	9606	SRS1079472	GSM1890708	HT-29	HT-29	DMSO	HT29.DMSO
SAMN04100720	SRR2481160	2016-01-28T00:40:13Z	2015-09-22T12:10:38Z	70679476	3533973800	0	50	2061		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481160/SRR2481160.1	SRX1272397		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079471	simple	9606	Homo sapiens	GSM1890709							no					GEO	SRA300100		public	F0AC2D900C649FA90568D5FE27AC832E	FBE1DF95988AA65875CB7366EC636F22	4100720	HT29JQ1 1	Genentech	9606	SRS1079471	GSM1890709	HT-29	HT-29	JQ.1	HT29.JQ1
SAMN04100721	SRR2481161	2016-01-28T00:40:13Z	2015-09-22T12:09:10Z	32773902	1638695100	0	50	959		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481161/SRR2481161.1	SRX1272398		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079470	simple	9606	Homo sapiens	GSM1890710							no					GEO	SRA300100		public	C0FEA33EB412564A0F972D10EA6F787A	8097020FC92EB0035C8803A12BA1603A	4100721	HT29JQ1 2	Genentech	9606	SRS1079470	GSM1890710	HT-29	HT-29	JQ.1	HT29.JQ1
SAMN04100722	SRR2481162	2016-01-28T00:40:13Z	2015-09-22T12:05:15Z	25724549	1286227450	0	50	752		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481162/SRR2481162.1	SRX1272399		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079469	simple	9606	Homo sapiens	GSM1890711							no					GEO	SRA300100		public	B9ACC5810267F039D8E7BDCA28468F86	0520F579DF8AFA89F24C22D315EE582C	4100722	HT29JQ1 3	Genentech	9606	SRS1079469	GSM1890711	HT-29	HT-29	JQ.1	HT29.JQ1
SAMN04100724	SRR2481163	2016-01-28T00:40:13Z	2015-09-22T12:08:12Z	31750126	1587506300	0	50	923		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481163/SRR2481163.1	SRX1272400		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079468	simple	9606	Homo sapiens	GSM1890712							no					GEO	SRA300100		public	EBEED05BCBDB11CD2E860AB0D93D66C3	8A4EC795E84C00738328675258DA7597	4100724	COLO205DMSO 1	Genentech	9606	SRS1079468	GSM1890712	COLO 205	COLO 205	DMSO	COLO_205.DMSO
SAMN04100725	SRR2481164	2016-01-28T00:40:13Z	2015-09-22T12:07:52Z	26127379	1306368950	0	50	761		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481164/SRR2481164.1	SRX1272401		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079519	simple	9606	Homo sapiens	GSM1890713							no					GEO	SRA300100		public	E1D51AC61B930CE41544A5E6976009BC	EE2C315FF84B0D7C4078CB3CD3BF0226	4100725	COLO205DMSO 2	Genentech	9606	SRS1079519	GSM1890713	COLO 205	COLO 205	DMSO	COLO_205.DMSO
SAMN04100728	SRR2481165	2016-01-28T00:40:13Z	2015-09-22T12:06:44Z	32086562	1604328100	0	50	941		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481165/SRR2481165.1	SRX1272402		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079518	simple	9606	Homo sapiens	GSM1890714							no					GEO	SRA300100		public	AFBA6E4948FDAA84C12C4E49622810EC	A42F68A39B60B072879323EF2FC4CE21	4100728	COLO205DMSO 3	Genentech	9606	SRS1079518	GSM1890714	COLO 205	COLO 205	DMSO	COLO_205.DMSO
SAMN04100729	SRR2481166	2016-01-28T00:40:13Z	2015-09-22T12:08:43Z	32123175	1606158750	0	50	944		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481166/SRR2481166.1	SRX1272403		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079517	simple	9606	Homo sapiens	GSM1890715							no					GEO	SRA300100		public	DF3951BDC56529DF17E99F051864106A	415FB0B3255FDDDF429B51E61C2D70DB	4100729	COLO205JQ1 1	Genentech	9606	SRS1079517	GSM1890715	COLO 205	COLO 205	JQ.1	COLO_205.JQ1
SAMN04100730	SRR2481167	2016-01-28T00:40:13Z	2015-09-22T12:11:58Z	32172577	1608628850	0	50	952		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481167/SRR2481167.1	SRX1272404		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079516	simple	9606	Homo sapiens	GSM1890716							no					GEO	SRA300100		public	7FE783B74B9606533442722DF65A695C	B9F13375CABE315732C99A55C2D0F1EB	4100730	COLO205JQ1 2	Genentech	9606	SRS1079516	GSM1890716	COLO 205	COLO 205	JQ.1	COLO_205.JQ1
SAMN04100731	SRR2481168	2016-01-28T00:40:13Z	2015-09-22T12:08:50Z	34357401	1717870050	0	50	1009		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481168/SRR2481168.1	SRX1272405		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079515	simple	9606	Homo sapiens	GSM1890717							no					GEO	SRA300100		public	5D33BE2BEE71BCA5CB8BC395D4A8DB37	1E975DF0E3040A8337C7A62C90DBAD74	4100731	COLO205JQ1 3	Genentech	9606	SRS1079515	GSM1890717	COLO 205	COLO 205	JQ.1	COLO_205.JQ1
SAMN04100732	SRR2481169	2016-01-28T00:40:13Z	2015-09-22T12:08:35Z	30920304	1546015200	0	50	905		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481169/SRR2481169.1	SRX1272406		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079513	simple	9606	Homo sapiens	GSM1890718							no					GEO	SRA300100		public	0563AB02E6959F50E8BEF4A400F62D7C	DE55738A25FB61F7F2F1B1C9F3A2188A	4100732	HCT15DMSO 1	Genentech	9606	SRS1079513	GSM1890718	HCT-15	HCT-15	DMSO	HCT15.DMSO
SAMN04100733	SRR2481170	2016-01-28T00:40:13Z	2015-09-22T12:08:12Z	32480879	1624043950	0	50	955		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481170/SRR2481170.1	SRX1272407		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079514	simple	9606	Homo sapiens	GSM1890719							no					GEO	SRA300100		public	3AC9F1E152C648420CE4BB312FC144A6	C32FF521C62DCFE3D5DEB30B047E8E49	4100733	HCT15DMSO 2	Genentech	9606	SRS1079514	GSM1890719	HCT-15	HCT-15	DMSO	HCT15.DMSO
SAMN04100734	SRR2481171	2016-01-28T00:40:13Z	2015-09-22T12:09:59Z	34091413	1704570650	0	50	1000		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481171/SRR2481171.1	SRX1272408		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079512	simple	9606	Homo sapiens	GSM1890720							no					GEO	SRA300100		public	7F85D5F47555754EC61A43EF15D2CC50	41606E569C4D72A71A6B6BD545650A04	4100734	HCT15DMSO 3	Genentech	9606	SRS1079512	GSM1890720	HCT-15	HCT-15	DMSO	HCT15.DMSO
SAMN04100735	SRR2481172	2016-01-28T00:40:13Z	2015-09-22T12:10:16Z	41752078	2087603900	0	50	1223		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481172/SRR2481172.1	SRX1272409		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079511	simple	9606	Homo sapiens	GSM1890721							no					GEO	SRA300100		public	2DB280A1E8C10DCD0698D5729FB47193	FFEFFCF0DB2E65ADEF305E1E918BC9EC	4100735	HCT15JQ1 1	Genentech	9606	SRS1079511	GSM1890721	HCT-15	HCT-15	JQ.1	HCT15.JQ1
SAMN04100736	SRR2481173	2016-01-28T00:40:13Z	2015-09-22T12:09:05Z	29335072	1466753600	0	50	861		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481173/SRR2481173.1	SRX1272410		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079510	simple	9606	Homo sapiens	GSM1890722							no					GEO	SRA300100		public	CB58BE993BB7B9FD51CF8392231AEA16	26C60CC79E2D14EDEC5E5F58F78979CE	4100736	HCT15JQ1 2	Genentech	9606	SRS1079510	GSM1890722	HCT-15	HCT-15	JQ.1	HCT15.JQ1
SAMN04100737	SRR2481174	2016-01-28T00:40:13Z	2015-09-22T12:09:54Z	34033632	1701681600	0	50	999		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481174/SRR2481174.1	SRX1272411		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079509	simple	9606	Homo sapiens	GSM1890723							no					GEO	SRA300100		public	77E72E3A3667DBC47349699556742D19	932EB1E66FA10C6B852436B79EDBBC04	4100737	HCT15JQ1 3	Genentech	9606	SRS1079509	GSM1890723	HCT-15	HCT-15	JQ.1	HCT15.JQ1
SAMN04100738	SRR2481175	2016-01-28T00:40:13Z	2015-09-22T12:10:21Z	33127676	1656383800	0	50	958		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481175/SRR2481175.1	SRX1272412		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079508	simple	9606	Homo sapiens	GSM1890724							no					GEO	SRA300100		public	1CBC202FF3F39014B86DCA9D60CD2876	D8D00D5AA705B7A43A4E396197505427	4100738	COLO320DMSO 1	Genentech	9606	SRS1079508	GSM1890724	COLO 320	COLO 320	DMSO	COLO_320.DMSO
SAMN04100739	SRR2481176	2016-01-28T00:40:13Z	2015-09-22T12:10:40Z	34032541	1701627050	0	50	979		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481176/SRR2481176.1	SRX1272413		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079507	simple	9606	Homo sapiens	GSM1890725							no					GEO	SRA300100		public	0C8C3CBFC2694DDB80F1CB9A8832A14E	855DBFDB4A097CB7CA8C16FC45B15E7E	4100739	COLO320DMSO 2	Genentech	9606	SRS1079507	GSM1890725	COLO 320	COLO 320	DMSO	COLO_320.DMSO
SAMN04100740	SRR2481177	2016-01-28T00:40:13Z	2015-09-22T12:08:14Z	33779583	1688979150	0	50	972		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481177/SRR2481177.1	SRX1272414		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079506	simple	9606	Homo sapiens	GSM1890726							no					GEO	SRA300100		public	457B8B493B7C4140F0C1AB8135EB2A24	F76592E4A3D563CDE9A37C0FAD85E557	4100740	COLO320DMSO 3	Genentech	9606	SRS1079506	GSM1890726	COLO 320	COLO 320	DMSO	COLO_320.DMSO
SAMN04100741	SRR2481178	2016-01-28T00:40:13Z	2015-09-22T12:11:00Z	34725670	1736283500	0	50	1001		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481178/SRR2481178.1	SRX1272415		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079504	simple	9606	Homo sapiens	GSM1890727							no					GEO	SRA300100		public	8C853E82223B833CA8B9136EFEDD693F	2E8F51B2A69FFF8FA2E93406353ACAEA	4100741	COLO320JQ1 1	Genentech	9606	SRS1079504	GSM1890727	COLO 320	COLO 320	JQ.1	COLO_320.JQ1
SAMN04100742	SRR2481179	2016-01-28T00:40:13Z	2015-09-22T12:10:47Z	28744350	1437217500	0	50	828		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481179/SRR2481179.1	SRX1272416		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079503	simple	9606	Homo sapiens	GSM1890728							no					GEO	SRA300100		public	FFBA190452F16BA09F8840CAAA9539F5	33764E36686FCC5B8BBA9A3C7A23A063	4100742	COLO320JQ1 2	Genentech	9606	SRS1079503	GSM1890728	COLO 320	COLO 320	JQ.1	COLO_320.JQ1
SAMN04100743	SRR2481180	2016-01-28T00:40:13Z	2015-09-22T12:11:08Z	33736028	1686801400	0	50	981		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481180/SRR2481180.1	SRX1272417		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079502	simple	9606	Homo sapiens	GSM1890729							no					GEO	SRA300100		public	2197AAABE11EF4468666713565BA0DC0	ADB22B8F4FB7657E31DB17D5B102AF08	4100743	COLO320JQ1 3	Genentech	9606	SRS1079502	GSM1890729	COLO 320	COLO 320	JQ.1	COLO_320.JQ1
