BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	cell type	source_name	treatment
SAMN12741567	SRR10113165	2019-10-16T17:27:07Z	2019-09-13T09:03:39Z	6385208	478890600	0	75	204		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10113165/SRR10113165.1	SRX6842705		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382285	simple	9606	Homo sapiens	GSM4078122							no					GEO	SRA961550		public	1AF1A07020A7323D3CA392D64325E79E	0246DA860F93487B990F6C6D869B46F8	12741567	501mel_siSCD_1_t48h_R2	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382285	GSM4078122	501mel	melanoma cell line	501mel_siSCD_1_t48h	20nM siSCD#1 48h
SAMN12741568	SRR10113164	2019-10-16T17:27:07Z	2019-09-13T09:02:55Z	6019592	451469400	0	75	188		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1011316/SRR10113164.1	SRX6842704		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382284	simple	9606	Homo sapiens	GSM4078121							no					GEO	SRA961550		public	CCC1229F8F61B86573CBEB69C4355588	9D3C52B93147D0B28041A58DF6EDBDC9	12741568	501mel_siSCD_1_t48h_R1	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382284	GSM4078121	501mel	melanoma cell line	501mel_siSCD_1_t48h	20nM siSCD#1 48h
SAMN12741569	SRR10113163	2019-10-16T17:27:07Z	2019-09-13T09:03:59Z	7791540	584365500	0	75	230		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1011316/SRR10113163.1	SRX6842703		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382283	simple	9606	Homo sapiens	GSM4078120							no					GEO	SRA961550		public	62989243FE512CB2EC55DF06A9C15458	A32F3178E40B311C9B5D605A47755DF8	12741569	501mel_siCTR_t48h_R3	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382283	GSM4078120	501mel	melanoma cell line	501mel_siCTR_t48h	20nM siCTRL 48h
SAMN12741570	SRR10113162	2019-10-16T17:27:07Z	2019-09-13T09:02:54Z	7673976	575548200	0	75	226		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10113162/SRR10113162.1	SRX6842702		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382282	simple	9606	Homo sapiens	GSM4078119							no					GEO	SRA961550		public	89615994B7A4268C11B1E5444E0FAB4F	0FD2DDDDFB1BE4AFDA9B7EE67C9A0B6E	12741570	501mel_siCTR_t48h_R2	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382282	GSM4078119	501mel	melanoma cell line	501mel_siCTR_t48h	20nM siCTRL 48h
SAMN12741571	SRR10113161	2019-10-16T17:27:07Z	2019-09-13T09:02:32Z	7147953	536096475	0	75	209		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10113161/SRR10113161.1	SRX6842701		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382281	simple	9606	Homo sapiens	GSM4078118							no					GEO	SRA961550		public	CD2DE52E966A93E93F3DBBC5CCF90459	4FE12986E16ECE7B98248C88C400AD5F	12741571	501mel_siCTR_t48h_R1	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382281	GSM4078118	501mel	melanoma cell line	501mel_siCTR_t48h	20nM siCTRL 48h
SAMN12741572	SRR10113160	2019-10-16T17:27:07Z	2019-09-13T09:03:21Z	7144141	535810575	0	75	222		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10113160/SRR10113160.1	SRX6842700		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382280	simple	9606	Homo sapiens	GSM4078117							no					GEO	SRA961550		public	F29B92416DC93B9E0C9E8F53431D7CF3	BFBBA47C1CB5D864B9AA5F03464C6A4E	12741572	501mel_siCTR_1_t48h_R3	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382280	GSM4078117	501mel	melanoma cell line	501mel_siCTR_1_t48h	20nM siCTRL 48h
SAMN12741573	SRR10113159	2019-10-16T17:27:07Z	2019-09-13T09:03:35Z	10068849	755163675	0	75	314		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10113159/SRR10113159.1	SRX6842699		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382279	simple	9606	Homo sapiens	GSM4078116							no					GEO	SRA961550		public	0D749C814A7EAF3C86CE8FAA965203BC	C6EDB0A675D127B0ACEC7FE06E282C23	12741573	501mel_siCTR_1_t48h_R2	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382279	GSM4078116	501mel	melanoma cell line	501mel_siCTR_1_t48h	20nM siCTRL 48h
SAMN12741574	SRR10113158	2019-10-16T17:27:07Z	2019-09-13T09:02:51Z	10122075	759155625	0	75	318		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10113158/SRR10113158.1	SRX6842698		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382278	simple	9606	Homo sapiens	GSM4078115							no					GEO	SRA961550		public	AAFA8BFA52ED3E6FD0D10212D9296323	D53332A412275F8FBD177059C0620C04	12741574	501mel_siCTR_1_t48h_R1	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382278	GSM4078115	501mel	melanoma cell line	501mel_siCTR_1_t48h	20nM siCTRL 48h
SAMN12741576	SRR10113157	2019-10-16T17:27:07Z	2019-09-13T09:03:01Z	9651456	723859200	0	75	290		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1011315/SRR10113157.1	SRX6842697		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382277	simple	9606	Homo sapiens	GSM4078114							no					GEO	SRA961550		public	DB908DF47B65752B5337CD020CB1AC24	2CBD34DC01B8BCA32E5E9B07D4412ABF	12741576	501mel_SCDi_A93_t48h_R3	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382277	GSM4078114	501mel	melanoma cell line	501mel_SCDi_A93_t48h	1 uM A939372 for 48h
SAMN12741577	SRR10113156	2019-10-16T17:27:07Z	2019-09-13T09:02:14Z	8133399	610004925	0	75	236		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10113156/SRR10113156.1	SRX6842696		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382276	simple	9606	Homo sapiens	GSM4078113							no					GEO	SRA961550		public	70B2FABB1A000ED45E4F13EECD6DB06C	35B25471F697CA6BBA62A49EE94A6C1F	12741577	501mel_SCDi_A93_t48h_R2	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382276	GSM4078113	501mel	melanoma cell line	501mel_SCDi_A93_t48h	1 uM A939372 for 48h
SAMN12741578	SRR10113155	2019-10-16T17:27:07Z	2019-09-13T09:02:24Z	7532327	564924525	0	75	225		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10113155/SRR10113155.1	SRX6842695		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382275	simple	9606	Homo sapiens	GSM4078112							no					GEO	SRA961550		public	A2D18A6FB3E31C03772A42D275FDD7AA	E51E60ADF4DD39368796F33CF106CFEB	12741578	501mel_SCDi_A93_t48h_R1	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382275	GSM4078112	501mel	melanoma cell line	501mel_SCDi_A93_t48h	1 uM A939372 for 48h
SAMN12741579	SRR10113175	2019-10-16T17:27:07Z	2019-09-13T09:03:44Z	6722373	504177975	0	75	194		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10113175/SRR10113175.1	SRX6842715		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382295	simple	9606	Homo sapiens	GSM4078132							no					GEO	SRA961550		public	569AD0DC405EDDA02AFEBBD35A6B2A86	969E67930BD059E8F34DA8DBDA7BA3EC	12741579	IGR37_SCDi_A93_t48h_R3	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382295	GSM4078132	IGR37	melanoma cell line	IGR37_SCDi_A93_t48h	1 uM A939372 for 48h
SAMN12741580	SRR10113174	2019-10-16T17:27:07Z	2019-09-13T09:04:11Z	7639227	572942025	0	75	226		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10113174/SRR10113174.1	SRX6842714		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382294	simple	9606	Homo sapiens	GSM4078131							no					GEO	SRA961550		public	C31F83B847AA5C5489B0EF096340DBC7	23F0DF6C1D5AC7AC795E0BB9599AF75E	12741580	IGR37_SCDi_A93_t48h_R2	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382294	GSM4078131	IGR37	melanoma cell line	IGR37_SCDi_A93_t48h	1 uM A939372 for 48h
SAMN12741581	SRR10113173	2019-10-16T17:27:07Z	2019-09-13T09:03:44Z	6742780	505708500	0	75	195		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10113173/SRR10113173.1	SRX6842713		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382293	simple	9606	Homo sapiens	GSM4078130							no					GEO	SRA961550		public	620C335681FB0E20F74B7526870DA666	A9A95537F53FA82E83A18BE977447D60	12741581	IGR37_SCDi_A93_t48h_R1	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382293	GSM4078130	IGR37	melanoma cell line	IGR37_SCDi_A93_t48h	1 uM A939372 for 48h
SAMN12741583	SRR10113172	2019-10-16T17:27:07Z	2019-09-13T09:04:12Z	7688258	576619350	0	75	226		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10113172/SRR10113172.1	SRX6842712		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP221556	PRJNA565365	3	565365	SRS5382292	simple	9606	Homo sapiens	GSM4078129							no					GEO	SRA961550		public	FDB903E08C1378CF956468F575B9F063	638EB9090597646F08E50CDE5A8F4EE4	12741583	IGR37_DMSO_t48h_R3	Prof. CRGoding, Nuffield Department of Clinical Medicine, Ludwig Institute for Cancer Research	9606	SRS5382292	GSM4078129	IGR37	melanoma cell line	IGR37_DMSO_t48h	DMSO
